created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 30 23:49:30 +0000 2023;1741245156425441766;"@NoahKnowsBall35 @mevvybear futball league championship had 365M viewers. nearly double superbowl WBC with Japan and US drew 5.2M. that's basically an exhibition game";0;0;0;0;en;1363587153532387331;1740497683767603363;Cogno_Scentist;https://twitter.com/Cogno_Scentist/status/1741245156425441766
Sat Dec 30 23:48:01 +0000 2023;1741244781110415664;"time to disband the acc i fear";0;0;0;0;en;1290148403033378816;1741244781110415664;ohbtrix;https://twitter.com/ohbtrix/status/1741244781110415664
Sat Dec 30 23:46:39 +0000 2023;1741244439220121667;"@DJ_TK78 @PickensBurgh This was Clevelands superbowl";0;1;0;0;en;1487208206959091715;1740739429915083246;BigTex51215;https://twitter.com/BigTex51215/status/1741244439220121667
Sat Dec 30 23:46:27 +0000 2023;1741244389504999761;"@RespectDebate33 @JoRo_NFL Yeah...it was a 2,000,000 cut that he got if they won the Superbowl....so a little different";0;0;0;0;en;365634932;1740902549174321363;jkcpops;https://twitter.com/jkcpops/status/1741244389504999761
Sat Dec 30 23:44:15 +0000 2023;1741243832312725900;"The battle for the Nr 1 seed is ON!   Miami Dolphins are facing Baltimore Ravens in this epic showdown   Can the fins prove their candidacy in the Superbowl?   https://t.co/vSC9k4EtkM  #NFL #FinsUp #NFLSaturday #SNF #DETvsDAL #NFLPlus #MIAvsBAL #NFLPlayoffs #ravensflock #onepride";3;0;0;6;en;1587471019958312961;1741243832312725900;Pixelsports_;https://twitter.com/Pixelsports_/status/1741243832312725900
Sat Dec 30 23:43:43 +0000 2023;1741243698350846380;"@SteveBinni2 @PHLEaglesNation So they just spreading false rumors that’s wild I love my team die hard fan i just hope my birds get it together we need that SuperBowl we’re a great team!";0;2;0;1;en;53306673;1740083224901005710;5950Brimz;https://twitter.com/5950Brimz/status/1741243698350846380
Sat Dec 30 23:43:28 +0000 2023;1741243639127241027;"@WillCab8 @mikebickle I agree w/ wanting Bills to win SuperBowl, but J Allen needs to man up. On Bickle case, no 1 is tryn to hurt any1, we from the @DishingTheBiz  do not see any evidence &amp our hero hasnt confessed. He confessed to some sins (for peacekeeping reasons) but not sins he been accused of";0;0;0;0;en;1513205243835785222;1740770872200499321;hcastanza;https://twitter.com/hcastanza/status/1741243639127241027
Sat Dec 30 23:42:50 +0000 2023;1741243477352992838;"@OIIie_X How when grace jones had her clones at a one man show? Also Michael  Jackson  had clones at his superbowl performance";0;2;0;13;en;21396941;1741239816635740655;IAmQuisB;https://twitter.com/IAmQuisB/status/1741243477352992838
Sat Dec 30 23:42:22 +0000 2023;1741243359207846073;"@LIVERavenNation It simple he needs to win the rest of the Ravens games this season &amp  he wins the SuperBowl!  Who cares about the MVP";0;0;0;0;en;1384142045191671814;1741196680278507760;Fixmygirlfrien1;https://twitter.com/Fixmygirlfrien1/status/1741243359207846073
Sat Dec 30 23:42:04 +0000 2023;1741243286868644069;"@wyo_football Why you playing like it's the Superbowl? Let it loose!!";0;0;0;1;en;1192111884469755906;1741235470548517069;JeffBus40074774;https://twitter.com/JeffBus40074774/status/1741243286868644069
Sat Dec 30 23:42:01 +0000 2023;1741243274185027818;"When Flacco leads the Browns to the superbowl title I will be getting a Lombardi trophy tattoo to celebrate";0;0;0;0;en;189790999;1741243274185027818;bigschecky;https://twitter.com/bigschecky/status/1741243274185027818
Sat Dec 30 23:41:02 +0000 2023;1741243026490478946;"@MCDoge_1 WOW ! 😂😂😂  I am so ready! Wish we were together for it lmao I’m about to be geared into this big screen in about 1 and a half hours LFG might as well be the superbowl playing americas team 🤭";0;0;0;1;en;1289018753070637056;1741241503404446052;WhitneyWalker33;https://twitter.com/WhitneyWalker33/status/1741243026490478946
Sat Dec 30 23:40:42 +0000 2023;1741242940154925397;"Let jerry jones be the owner of the Dallas Cowboys we ain’t won a superbowl in 30 years 😒";0;0;0;0;en;416555820;1741242940154925397;Drerevenge1995;https://twitter.com/Drerevenge1995/status/1741242940154925397
Sat Dec 30 23:40:11 +0000 2023;1741242812174119409;"I can watch Rihanna’s superbowl performance a 100 times and not get tired !! I love me some RiRi !!!";0;4;3;16;en;1170482512830840833;1741242812174119409;yvone_ap;https://twitter.com/yvone_ap/status/1741242812174119409
Sat Dec 30 23:39:46 +0000 2023;1741242706255331593;"My word.. I didn’t watch football for 5+ years after that superbowl. 😫🥹";0;0;0;0;en;19503590;1741242706255331593;RayFlacoNC;https://twitter.com/RayFlacoNC/status/1741242706255331593
